Aknakereso v1
24x36
5a:1 z:1
allapot:2

0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;1010;1010;1010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;1010;1101;1010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;1010;1010;1010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;0010;
